"module_name","is_active","message","status","id","created_date","updated_date","created_by_id","created_by","is_sample"
"espace_client","false","Site en maintenance","maintenance","69ff2b76ae7fd9839d8ea5a1","2026-05-09T12:41:26.440000","2026-05-09T12:41:26.440000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"parrainage","false","Site en maintenance","maintenance","69ff2b765c253d4ca5cb405c","2026-05-09T12:41:26.423000","2026-05-09T12:41:26.423000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"messagerie","false","Site en maintenance","maintenance","69ff2b76c89fea598b141960","2026-05-09T12:41:26.168000","2026-05-09T12:41:26.168000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"quote","false","Site en maintenance","maintenance","69ff2b76f8a40a2534a9bb22","2026-05-09T12:41:26.150000","2026-05-09T12:41:26.150000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"blog","false","Site en maintenance","maintenance","69ff2b764987496d36efde84","2026-05-09T12:41:26.115000","2026-05-09T12:41:26.115000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"planning","false","Site en maintenance","maintenance","69ff2b767edaf9586c0325e2","2026-05-09T12:41:26.113000","2026-05-09T12:41:26.113000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"partenaires","false","Site en maintenance","maintenance","69ff2b76728b4fe4a804018b","2026-05-09T12:41:26.112000","2026-05-09T12:41:26.112000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"certification","false","Site en maintenance","maintenance","69ff2b7647efa57f76f9f4e3","2026-05-09T12:41:26.107000","2026-05-09T12:41:26.107000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"homepage","false","Site en maintenance","maintenance","69ff2b766f7874cb2ee1b5d2","2026-05-09T12:41:26.101000","2026-05-09T12:41:26.101000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"services","false","Site en maintenance","maintenance","69ff2b767bc9d2ee2afc1f9f","2026-05-09T12:41:26.100000","2026-05-09T12:41:26.100000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"avant_apres","false","Site en maintenance","maintenance","69ff2b76079b85dde2d83d69","2026-05-09T12:41:26.097000","2026-05-09T12:41:26.097000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"discover","false","Site en maintenance","maintenance","69ff2b76da8c52bcc1747fbc","2026-05-09T12:41:26.095000","2026-05-09T12:41:26.095000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"donation","false","Site en maintenance","maintenance","69ff2b7689759bdebb9323a2","2026-05-09T12:41:26.090000","2026-05-09T12:41:26.090000","69f4571701f8855f7ea268fe","contact.brenneaerial@gmail.com","false"
"donation","false","Site en maintenance","maintenance","69ff1cfdd5714946cab47c47","2026-05-09T11:39:41.441000","2026-05-09T11:39:41.441000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"parrainage","false","Site en maintenance","maintenance","69ff1cfd48edfc7b27fdfc58","2026-05-09T11:39:41.435000","2026-05-09T11:39:41.435000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"planning","false","Site en maintenance","maintenance","69ff1cfd374d44966d3ee265","2026-05-09T11:39:41.428000","2026-05-09T11:39:41.428000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"contact","false","Site en maintenance","maintenance","69ff1cfd876ed3373b71a0af","2026-05-09T11:39:41.399000","2026-05-09T11:39:41.399000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"certification","false","Site en maintenance","maintenance","69ff1cfddc9a9c0951ebd8c3","2026-05-09T11:39:41.397000","2026-05-09T11:39:41.397000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"quote","false","Site en maintenance","maintenance","69ff1cfd52fa33f2f7e73ba6","2026-05-09T11:39:41.397000","2026-05-09T11:39:41.397000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"avant_apres","false","Site en maintenance","maintenance","69ff1cfd15b25f5ea8bf6db0","2026-05-09T11:39:41.396000","2026-05-09T11:39:41.396000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"services","false","Site en maintenance","maintenance","69ff1cfd155b8f87e794cc75","2026-05-09T11:39:41.394000","2026-05-09T11:39:41.394000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","false","Site en maintenance","maintenance","69ff1cfdb68b15e49a58a58f","2026-05-09T11:39:41.387000","2026-05-09T11:39:41.387000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"discover","false","Site en maintenance","maintenance","69ff1cfdb4ba1692db8a3308","2026-05-09T11:39:41.386000","2026-05-09T11:39:41.386000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"homepage","false","Site en maintenance","maintenance","69ff1cfd38d1f8b8d5e58bd1","2026-05-09T11:39:41.384000","2026-05-09T11:39:41.384000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"partenaires","false","Site en maintenance","maintenance","69ff1cfd65b28c0beb647cb9","2026-05-09T11:39:41.378000","2026-05-09T11:39:41.378000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"espace_client","false","Site en maintenance","maintenance","69ff1cfd56ceb954b1963687","2026-05-09T11:39:41.377000","2026-05-09T11:39:41.377000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"blog","false","Site en maintenance","maintenance","69ff1cfd5f06f99477a63d82","2026-05-09T11:39:41.375000","2026-05-09T11:39:41.375000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"portfolio","false","Site en maintenance","maintenance","69ff1cfdf8e324626aa1d2d7","2026-05-09T11:39:41.373000","2026-05-09T11:39:41.373000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"certification","false","Site en maintenance","maintenance","69ff1cfac4b01d98ae397a57","2026-05-09T11:39:38.452000","2026-05-09T11:39:38.452000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"partenaires","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69ff1cfa1307e5078e6658e3","2026-05-09T11:39:38.433000","2026-06-05T17:48:02.540000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"planning","false","Site en maintenance","maintenance","69ff1cfa453cbc9d4d77e7f0","2026-05-09T11:39:38.428000","2026-05-09T11:39:38.428000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"contact","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","offline","69ff1cfa258c5cb8af21ad62","2026-05-09T11:39:38.202000","2026-05-11T18:32:55.646000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"avant_apres","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","offline","69ff1cfa5169130cdfd7dcbe","2026-05-09T11:39:38.118000","2026-05-11T18:32:43.897000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"parrainage","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","offline","69ff1cfa1a8ffb176a0fba87","2026-05-09T11:39:38.088000","2026-05-11T18:32:39.906000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"espace_client","true","URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69ff1cfaa777b6f0ea85d0c4","2026-05-09T11:39:38.082000","2026-06-05T17:48:01.420000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"services","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","offline","69ff1cfa0d54a1a0052f155d","2026-05-09T11:39:38.079000","2026-05-11T18:32:49.458000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"quote","false","Site en maintenance","maintenance","69ff1cfa252e971ba829b681","2026-05-09T11:39:38.079000","2026-05-09T11:39:38.079000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"discover","false","Site en maintenance","maintenance","69ff1cfa8123cbc86ed7a87e","2026-05-09T11:39:38.063000","2026-05-09T11:39:38.063000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"homepage","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69ff1cfa29d336565978c69a","2026-05-09T11:39:38.062000","2026-05-14T15:56:39.968000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"donation","false","Site en maintenance","maintenance","69ff1cfa32d8a0594d6439c5","2026-05-09T11:39:38.056000","2026-05-09T11:39:38.056000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","false","Site en maintenance","maintenance","69ff1cfa1f0520b406d1ffc3","2026-05-09T11:39:38.044000","2026-05-09T11:39:38.044000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"portfolio","false","Site en maintenance","maintenance","69ff1cfa5169130cdfd7dcbd","2026-05-09T11:39:38.043000","2026-05-09T11:39:38.043000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"blog","false","Site en maintenance","maintenance","69ff1cfa3c4f937b1f1cf22f","2026-05-09T11:39:38.042000","2026-05-09T11:39:38.042000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"portfolio","false","Site en maintenance","maintenance","69dcad9bcbead0ef46850449","2026-04-13T08:47:23.518000","2026-04-13T08:47:23.518000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"donation","false","Site en maintenance","maintenance","69dcad9b24fa67e692ed13c5","2026-04-13T08:47:23.489000","2026-04-13T08:47:23.489000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"quote","false","Site en maintenance","maintenance","69dcad9bf6382e6e353e741d","2026-04-13T08:47:23.488000","2026-04-13T08:47:23.488000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"planning","false","Site en maintenance","maintenance","69dcad9bb98b421c73c3f7e4","2026-04-13T08:47:23.481000","2026-04-13T08:47:23.481000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"blog","false","Site en maintenance","maintenance","69dcad9b25a7d177415b26ba","2026-04-13T08:47:23.481000","2026-04-13T08:47:23.481000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"certification","false","Site en maintenance","maintenance","69dcad9b7957df8c30616493","2026-04-13T08:47:23.480000","2026-04-13T08:47:23.480000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","false","Site en maintenance","maintenance","69dcad9b64801dcfd3eba710","2026-04-13T08:47:23.480000","2026-04-13T08:47:23.480000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"discover","false","Site en maintenance","maintenance","69dcad9b93dc8669f34013cc","2026-04-13T08:47:23.476000","2026-04-13T08:47:23.476000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"donation","false","Site en maintenance","maintenance","69dcad95cdc490456a4212bd","2026-04-13T08:47:17.007000","2026-04-13T08:47:17.007000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"blog","false","Site en maintenance","maintenance","69dcad94c5b21a8c73c51e14","2026-04-13T08:47:16.979000","2026-04-13T08:47:16.979000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","false","Site en maintenance","maintenance","69dcad94d8234b61f7471a38","2026-04-13T08:47:16.940000","2026-04-13T08:47:16.940000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"quote","false","Site en maintenance","maintenance","69dcad944a6f124648619db8","2026-04-13T08:47:16.933000","2026-04-13T08:47:16.933000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"certification","false","Site en maintenance","maintenance","69dcad9492f56ee9c27904e2","2026-04-13T08:47:16.932000","2026-04-13T08:47:16.932000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"planning","false","Site en maintenance","maintenance","69dcad944484d8c5a00fe086","2026-04-13T08:47:16.930000","2026-04-13T08:47:16.930000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"discover","false","Site en maintenance","maintenance","69dcad94f9ad17c5633bd31b","2026-04-13T08:47:16.929000","2026-04-13T08:47:16.929000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"portfolio","false","Site en maintenance","maintenance","69dcad941111fecd6dc51552","2026-04-13T08:47:16.926000","2026-04-13T08:47:16.926000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"quote","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad9220ea8ef6b18a1904","2026-04-13T08:47:14.127000","2026-06-05T17:47:58.765000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"portfolio","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad92a86053a5d0782572","2026-04-13T08:47:14.124000","2026-06-05T17:47:52.693000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"donation","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad92d421b1d32f53e8f2","2026-04-13T08:47:14.113000","2026-06-05T17:47:56.247000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"planning","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad9293e72924461c14ca","2026-04-13T08:47:14.108000","2026-06-05T17:47:57.639000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"certification","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad92448b45f15c7756e0","2026-04-13T08:47:14.107000","2026-06-05T17:47:55.003000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","false","Site en maintenance","maintenance","69dcad9239890e1c0228a7d8","2026-04-13T08:47:14.104000","2026-04-13T08:47:14.105000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"blog","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad921f281bde2f3da1df","2026-04-13T08:47:14.104000","2026-06-05T17:47:53.844000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"discover","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad92df956971b1849672","2026-04-13T08:47:14.096000","2026-06-05T17:48:00.181000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","true","","degraded","69dcad8db014fa9a7af4dc7d","2026-04-13T08:47:09.596000","2026-04-13T08:47:09.596000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","true","","maintenance","69dcad8d83feb3f4ccd5e096","2026-04-13T08:47:09.535000","2026-04-13T08:47:09.535000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"messagerie","true","[URGENT] Maintenance de sécurité critique – Accès suspendus","operational","69dcad8dceb3295f24847043","2026-04-13T08:47:09.407000","2026-06-05T17:47:51.353000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
